,index,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
175,25,24,24 Themis (A853 GA),14:48,16:45,18:43,03:54,04:08:29,"+21 20'51""",11.9,3.09,2.15,157.76,60.38,-22.31,20231105
176,26,503,503 Evelyn (A903 BL),15:04,16:55,18:45,03:41,04:18:03,"+19 31'13""",12.7,2.40,1.46,155.82,58.74,-21.89,20231105
177,27,70,70 Panopaea (A861 JA),14:49,16:57,19:04,04:15,04:19:55,"+24 43'04""",12.3,2.74,1.81,154.39,56.97,-18.08,20231105
178,28,65,65 Cybele (A861 EB),15:20,16:59,18:38,03:18,04:22:04,"+16 47'48""",12.7,3.82,2.89,154.99,58.65,-22.94,20231105
179,29,113,113 Amalthea (A871 EA),15:36,17:02,18:28,02:52,04:25:02,"+14 15'32""",12.1,2.54,1.61,154.13,58.79,-23.99,20231105
180,30,346,346 Hermentaria (A892 WC),15:45,17:12,18:39,02:53,04:34:57,"+14 22'35""",11.2,2.55,1.63,151.75,56.49,-22.03,20231105
181,31,306,306 Unitas (A891 EA),16:16,17:14,18:11,01:55,04:36:58,"+10 16'13""",12.3,2.42,1.50,150.58,57.47,-24.09,20231105
182,32,358,358 Apollonia (A893 EC),15:39,17:19,18:58,03:19,04:41:50,"+16 56'29""",12.8,2.44,1.53,150.27,54.10,-19.16,20231105
183,33,95,95 Arethusa (A867 WA),15:21,17:23,19:25,04:04,04:46:14,"+22 52'26""",12.0,2.63,1.73,148.89,51.53,-14.69,20231105
184,34,758,758 Mancunia (A912 KB),15:48,17:26,19:04,03:15,04:48:56,"+16 32'10""",12.6,2.72,1.82,148.55,52.61,-18.04,20231105
185,35,480,480 Hansa (A901 KB),15:43,17:33,19:24,03:40,04:56:26,"+19 28'23""",12.1,2.54,1.65,146.80,50.06,-14.86,20231105
186,36,498,498 Tokio (A902 XA),16:33,18:11,19:48,03:14,05:34:02,"+16 21'24""",12.9,2.51,1.68,137.75,42.36,-9.18,20231105
187,37,389,389 Industria (A894 EE),15:55,18:15,20:34*,04:34,05:38:01,"+29 31'04""",12.4,2.68,1.88,136.40,39.11,-1.39,20231105
188,38,37,37 Fides (A855 TB),16:32,18:48,21:03*,03:57,06:11:05,"+27 41'30""",10.8,2.18,1.41,129.35,31.92,3.94,20231105
189,39,488,488 Kreusa (A902 MC),16:49,18:49,20:49*,03:39,06:12:31,"+22 01'53""",12.9,3.02,2.30,129.03,32.16,1.52,20231105
190,40,704,704 Interamnia (A910 TC),16:24,18:50,21:16*,04:05,06:13:16,"+33 12'11""",11.0,2.77,2.04,128.45,31.76,6.96,20231105
191,41,776,776 Berbericia (A914 BE),17:01,19:02,21:02*,03:27,06:25:31,"+22 19'30""",11.9,2.58,1.87,126.04,29.14,4.31,20231105
192,42,4,4 Vesta (A807 FA),17:19,19:08,20:57*,03:10,06:31:39,"+19 04'07""",7.40,2.57,1.88,124.34,28.43,4.10,20231105
193,43,9,9 Metis (A848 HA),17:02,19:08,21:14*,03:26,06:31:31,"+24 00'23""",9.66,2.09,1.36,124.75,27.55,6.31,20231105
194,44,48,48 Doris (A857 SA),17:52,19:21,20:50*,02:37,06:44:20,"+14 45'04""",12.2,2.91,2.27,120.76,27.01,4.85,20231105
195,45,5,5 Astraea (A845 XA),17:47,19:23,21:00*,02:42,06:47:06,"+16 15'11""",10.9,2.28,1.62,120.33,25.81,6.11,20231105
196,46,92,92 Undina (A867 NA),18:27,20:21,22:15*,02:02,07:44:55,"+20 28'20""",12.6,3.32,2.88,107.48,11.49,20.35,20231105
197,47,128,128 Nemesis (A872 WA),19:11,21:11*,23:11*,01:17,08:34:53,"+22 02'16""",12.8,2.67,2.37,96.43,1.942,31.79,20231105
198,48,78,78 Diana (A863 EA),19:11,21:24*,23:36*,01:18,08:47:34,"+26 33'31""",12.6,2.13,1.80,94.76,4.359,35.89,20231105
199,49,71,71 Niobe (A861 PA),19:05,21:28*,23:51*,01:23,08:52:19,"+31 17'30""",12.4,2.92,2.66,94.98,8.622,38.00,20231105
200,0,602,602 Marianna (A906 DJ),10:36,11:54,13:12,02:36,23:20:15,"+12 57'16""",12.4,2.31,1.53,131.17,135.8,-44.19,20231106
201,1,678,678 Fredegundis (A909 BQ),11:26,12:28,13:30,02:03,23:54:24,"+10 45'22""",12.3,2.03,1.17,138.98,131.3,-49.69,20231106
202,2,120,120 Lachesis (A872 GB),12:10,13:34,14:58,02:48,01:00:45,"+13 55'09""",12.8,3.28,2.35,155.48,116.2,-49.04,20231106
203,3,639,639 Latona (A907 OA),11:52,13:49,15:45,03:53,01:15:28,"+21 09'22""",12.4,2.75,1.81,158.79,109.4,-41.53,20231106
204,4,123,123 Brunhild (A872 OB),12:06,14:01,15:55,03:49,01:27:14,"+20 35'40""",12.3,2.43,1.47,161.60,107.4,-41.68,20231106
205,5,135,135 Hertha (A874 DA),12:47,14:05,15:24,02:37,01:32:05,"+13 02'44""",11.0,2.17,1.20,162.87,110.0,-48.83,20231106
206,6,122,122 Gerda (A872 OA),13:29,14:17,15:06,01:36,01:44:09,"+09 23'13""",12.5,3.25,2.29,164.54,109.0,-51.53,20231106
207,7,509,509 Iolanda (A903 HD),13:23,14:42,16:02,02:39,02:09:14,"+13 10'07""",12.3,2.79,1.80,171.67,101.8,-45.74,20231106
208,8,127,127 Johanna (A872 VB),13:15,14:44,16:14,02:58,02:11:10,"+14 51'01""",12.3,2.73,1.75,172.51,100.7,-44.01,20231106
209,9,595,595 Polyxena (A906 FL),12:52,14:51,16:49,03:56,02:17:22,"+21 34'22""",12.6,3.22,2.24,171.74,96.54,-37.28,20231106
210,10,21,21 Lutetia (A852 VA),14:00,15:07,16:14,02:13,02:33:47,"+11 22'25""",10.0,2.24,1.25,175.21,97.01,-44.45,20231106
211,11,447,447 Valentine (A899 UD),14:03,15:09,16:15,02:11,02:35:33,"+11 14'33""",12.9,2.85,1.86,175.25,96.66,-44.33,20231106
212,12,93,93 Minerva (A867 QA),13:13,15:22,17:31,04:18,02:48:55,"+25 12'02""",12.1,2.95,1.97,170.39,88.45,-30.75,20231106
213,13,119,119 Althaea (A872 GA),14:05,15:22,16:40,02:34,02:49:20,"+12 49'24""",11.2,2.39,1.40,176.60,92.94,-41.13,20231106
214,14,132,132 Aethra (A873 LA),13:06,15:39,18:11,05:05,03:05:34,"+38 34'37""",12.5,2.49,1.55,156.57,80.51,-17.43,20231106
215,15,241,241 Germania (A884 RA),13:50,15:56,18:02,04:12,03:23:12,"+24 07'36""",11.9,2.87,1.89,167.19,81.51,-27.28,20231106
216,16,139,139 Juewa (A874 TA),13:34,15:57,18:21,04:46,03:24:18,"+31 33'02""",12.4,2.93,1.97,161.47,79.00,-21.19,20231106
217,17,409,409 Aspasia (A895 XC),13:57,15:58,17:59,04:02,03:24:58,"+22 28'11""",11.5,2.76,1.78,167.82,81.65,-28.33,20231106
218,18,154,154 Bertha (A875 VD),13:47,16:03,18:18,04:30,03:29:33,"+27 39'31""",12.7,3.40,2.44,163.76,79.06,-23.61,20231106
219,19,90,90 Antiope (A866 TA),14:21,16:06,17:50,03:29,03:32:41,"+18 04'08""",13.0,3.12,2.14,167.65,81.33,-30.53,20231106
220,20,144,144 Vibilia (A875 LA),14:41,16:14,17:47,03:06,03:40:56,"+15 32'39""",10.5,2.12,1.14,165.81,80.27,-31.03,20231106
221,21,895,895 Helio (A918 NA),13:46,16:20,18:54,05:08,03:46:48,"+40 19'20""",12.6,2.79,1.88,151.66,72.37,-11.46,20231106
222,22,363,363 Padua (A893 FD),14:47,16:36,18:25,03:38,04:03:08,"+19 06'16""",12.8,2.62,1.67,160.36,74.14,-24.76,20231106
223,23,481,481 Emita (A902 CB),14:58,16:37,18:17,03:19,04:04:29,"+16 56'25""",11.9,2.31,1.35,160.18,74.46,-26.01,20231106
224,24,182,182 Elsa (A878 CC),14:55,16:38,18:20,03:25,04:04:57,"+17 32'57""",11.3,1.97,1.00,160.06,74.18,-25.51,20231106
225,25,24,24 Themis (A853 GA),14:43,16:41,18:38,03:54,04:07:46,"+21 19'13""",11.8,3.09,2.15,158.94,72.49,-22.45,20231106
226,26,503,503 Evelyn (A903 BL),14:59,16:50,18:41,03:41,04:17:19,"+19 31'24""",12.7,2.40,1.45,156.99,70.81,-22.01,20231106
227,27,70,70 Panopaea (A861 JA),14:44,16:52,19:00,04:15,04:18:59,"+24 45'14""",12.3,2.74,1.81,155.57,69.13,-18.22,20231106
228,28,65,65 Cybele (A861 EB),15:15,16:54,18:33,03:18,04:21:27,"+16 45'39""",12.6,3.82,2.89,156.12,70.62,-23.07,20231106
229,29,113,113 Amalthea (A871 EA),15:31,16:57,18:23,02:51,04:24:14,"+14 12'55""",12.1,2.54,1.61,155.28,70.70,-24.17,20231106
230,30,346,346 Hermentaria (A892 WC),15:40,17:07,18:34,02:53,04:34:15,"+14 22'36""",11.1,2.55,1.63,152.88,68.32,-22.17,20231106
231,31,306,306 Unitas (A891 EA),16:12,17:09,18:06,01:53,04:36:10,"+10 12'31""",12.3,2.42,1.50,151.67,69.11,-24.29,20231106
232,32,358,358 Apollonia (A893 EC),15:34,17:14,18:54,03:19,04:41:16,"+16 53'33""",12.7,2.44,1.52,151.38,66.01,-19.29,20231106
233,33,95,95 Arethusa (A867 WA),15:16,17:18,19:20,04:03,04:45:39,"+22 46'25""",12.0,2.63,1.72,150.04,63.62,-14.86,20231106
234,34,758,758 Mancunia (A912 KB),15:43,17:21,18:59,03:15,04:48:24,"+16 31'27""",12.6,2.72,1.81,149.66,64.46,-18.15,20231106
235,35,480,480 Hansa (A901 KB),15:39,17:29,19:18,03:39,04:55:50,"+19 18'13""",12.1,2.54,1.64,147.94,62.07,-15.08,20231106
236,36,498,498 Tokio (A902 XA),16:29,18:06,19:43,03:14,05:33:32,"+16 22'23""",12.9,2.51,1.68,138.86,54.01,-9.28,20231106
237,37,389,389 Industria (A894 EE),15:51,18:10,20:30,04:38,05:37:37,"+29 30'24""",12.3,2.68,1.87,137.48,51.15,-1.47,20231106
238,38,159,159 Aemilia (A876 BA),16:48,18:24,20:00,03:11,05:51:19,"+16 02'56""",13.0,2.84,2.06,134.58,49.93,-5.78,20231106
239,39,37,37 Fides (A855 TB),16:28,18:44,20:59*,04:01,06:11:11,"+27 43'47""",10.7,2.18,1.40,130.33,43.85,3.98,20231106
240,40,488,488 Kreusa (A902 MC),16:45,18:45,20:45*,03:44,06:12:22,"+22 04'30""",12.9,3.02,2.29,130.07,43.97,1.51,20231106
241,41,704,704 Interamnia (A910 TC),16:19,18:46,21:12*,04:10,06:13:01,"+33 10'13""",11.0,2.77,2.04,129.49,43.64,6.90,20231106
242,42,776,776 Berbericia (A914 BE),16:57,18:58,20:59*,03:33,06:25:26,"+22 25'44""",11.9,2.58,1.86,127.07,40.93,4.34,20231106
243,43,4,4 Vesta (A807 FA),17:15,19:04,20:53*,03:14,06:31:36,"+19 04'50""",7.39,2.57,1.87,125.36,39.92,4.09,20231106
244,44,9,9 Metis (A848 HA),16:58,19:04,21:10*,03:31,06:31:47,"+24 03'36""",9.63,2.09,1.35,125.69,39.35,6.39,20231106
245,45,48,48 Doris (A857 SA),17:48,19:17,20:45*,02:41,06:44:24,"+14 42'09""",12.2,2.91,2.26,121.72,37.81,4.84,20231106
246,46,5,5 Astraea (A845 XA),17:43,19:20,20:56*,02:46,06:47:28,"+16 13'10""",10.9,2.28,1.60,121.24,36.74,6.18,20231106
247,47,92,92 Undina (A867 NA),18:23,20:17,22:12*,02:06,07:45:11,"+20 29'23""",12.6,3.32,2.87,108.42,22.57,20.41,20231106
248,48,128,128 Nemesis (A872 WA),19:08,21:08*,23:07*,01:21,08:35:39,"+22 02'13""",12.8,2.67,2.36,97.26,10.85,31.96,20231106
249,49,78,78 Diana (A863 EA),19:09,21:21*,23:33*,01:21,08:48:57,"+26 29'23""",12.6,2.13,1.79,95.43,9.724,36.17,20231106
250,0,602,602 Marianna (A906 DJ),10:32,11:50,13:08,02:36,23:20:16,"+12 57'14""",12.4,2.31,1.54,130.24,146.1,-44.19,20231107
251,1,678,678 Fredegundis (A909 BQ),11:23,12:24,13:25,02:02,23:54:23,"+10 40'31""",12.3,2.03,1.18,138.00,142.6,-49.77,20231107
252,2,120,120 Lachesis (A872 GB),12:06,13:30,14:53,02:47,01:00:08,"+13 51'30""",12.9,3.28,2.36,154.36,128.1,-49.10,20231107
253,3,639,639 Latona (A907 OA),11:48,13:44,15:40,03:52,01:14:51,"+21 02'30""",12.4,2.76,1.81,157.85,121.1,-41.66,20231107
254,4,123,123 Brunhild (A872 OB),12:02,13:56,15:50,03:48,01:26:28,"+20 29'55""",12.4,2.43,1.47,160.62,119.2,-41.80,20231107
255,5,135,135 Hertha (A874 DA),12:42,14:01,15:19,02:36,01:31:19,"+12 58'27""",11.1,2.17,1.21,161.68,122.0,-48.94,20231107
256,6,122,122 Gerda (A872 OA),13:25,14:13,15:00,01:35,01:43:29,"+09 19'11""",12.5,3.25,2.29,163.36,121.0,-51.65,20231107
257,7,509,509 Iolanda (A903 HD),13:19,14:38,15:56,02:37,02:08:32,"+13 00'39""",12.3,2.79,1.80,170.45,113.9,-45.95,20231107
258,8,127,127 Johanna (A872 VB),13:10,14:39,16:09,02:58,02:10:13,"+14 49'09""",12.3,2.73,1.75,171.30,112.7,-44.14,20231107
259,9,595,595 Polyxena (A906 FL),12:48,14:46,16:44,03:56,02:16:25,"+21 33'59""",12.6,3.22,2.24,171.08,108.5,-37.37,20231107
260,10,21,21 Lutetia (A852 VA),13:55,15:02,16:09,02:13,02:32:47,"+11 19'17""",10.1,2.24,1.26,174.31,109.0,-44.62,20231107
261,11,447,447 Valentine (A899 UD),13:58,15:04,16:10,02:11,02:34:42,"+11 12'01""",13.0,2.85,1.86,174.45,108.7,-44.48,20231107
262,12,93,93 Minerva (A867 QA),13:08,15:17,17:26,04:17,02:47:55,"+25 09'48""",12.1,2.95,1.97,170.85,100.4,-30.90,20231107
263,13,119,119 Althaea (A872 GA),14:01,15:18,16:34,02:33,02:48:27,"+12 42'38""",11.2,2.39,1.40,176.63,105.0,-41.35,20231107
264,14,132,132 Aethra (A873 LA),13:01,15:33,18:06,05:05,03:04:23,"+38 24'50""",12.5,2.49,1.54,157.25,92.06,-17.69,20231107
265,15,241,241 Germania (A884 RA),13:46,15:51,17:57,04:11,03:22:21,"+24 03'29""",11.9,2.87,1.89,168.28,93.54,-27.45,20231107
266,16,139,139 Juewa (A874 TA),13:29,15:52,18:16,04:46,03:23:16,"+31 33'03""",12.3,2.93,1.97,162.31,90.87,-21.32,20231107
267,17,409,409 Aspasia (A895 XC),13:52,15:53,17:54,04:01,03:24:03,"+22 21'22""",11.5,2.76,1.78,169.01,93.72,-28.55,20231107
268,18,154,154 Bertha (A875 VD),13:42,15:58,18:13,04:30,03:28:35,"+27 41'30""",12.7,3.40,2.44,164.73,91.03,-23.72,20231107
269,19,90,90 Antiope (A866 TA),14:16,16:01,17:46,03:29,03:31:51,"+18 01'44""",12.9,3.12,2.14,168.85,93.35,-30.69,20231107
270,20,144,144 Vibilia (A875 LA),14:36,16:09,17:42,03:06,03:40:00,"+15 32'09""",10.5,2.12,1.14,167.00,92.24,-31.19,20231107
271,21,895,895 Helio (A918 NA),13:41,16:15,18:49,05:07,03:45:54,"+40 11'57""",12.6,2.79,1.87,152.54,83.89,-11.66,20231107
272,22,363,363 Padua (A893 FD),14:42,16:31,18:20,03:38,04:02:17,"+19 05'57""",12.8,2.62,1.66,161.57,86.13,-24.91,20231107
273,23,182,182 Elsa (A878 CC),14:51,16:33,18:16,03:24,04:04:10,"+17 31'05""",11.3,1.97,1.00,161.23,86.12,-25.67,20231107
274,24,481,481 Emita (A902 CB),14:53,16:33,18:13,03:20,04:03:37,"+16 58'38""",11.9,2.31,1.35,161.37,86.40,-26.13,20231107
275,25,24,24 Themis (A853 GA),14:39,16:36,18:33,03:54,04:07:02,"+21 17'30""",11.8,3.09,2.14,160.11,84.48,-22.59,20231107
276,26,503,503 Evelyn (A903 BL),14:55,16:45,18:36,03:41,04:16:34,"+19 31'32""",12.7,2.40,1.45,158.17,82.77,-22.14,20231107
277,27,70,70 Panopaea (A861 JA),14:39,16:47,18:55,04:15,04:18:02,"+24 47'19""",12.3,2.74,1.80,156.76,81.17,-18.35,20231107
278,28,65,65 Cybele (A861 EB),15:11,16:50,18:29,03:17,04:20:49,"+16 43'30""",12.6,3.82,2.88,157.25,82.49,-23.21,20231107
279,29,113,113 Amalthea (A871 EA),15:27,16:52,18:18,02:51,04:23:25,"+14 10'19""",12.1,2.54,1.60,156.42,82.52,-24.35,20231107
280,30,346,346 Hermentaria (A892 WC),15:36,17:02,18:29,02:53,04:33:32,"+14 22'39""",11.1,2.55,1.62,154.02,80.09,-22.30,20231107
281,31,306,306 Unitas (A891 EA),16:08,17:04,18:01,01:52,04:35:21,"+10 08'53""",12.3,2.42,1.50,152.75,80.71,-24.49,20231107
282,32,358,358 Apollonia (A893 EC),15:30,17:10,18:49,03:18,04:40:41,"+16 50'35""",12.7,2.44,1.52,152.51,77.84,-19.43,20231107
283,33,95,95 Arethusa (A867 WA),15:12,17:14,19:16,04:03,04:45:03,"+22 40'19""",12.0,2.63,1.72,151.19,75.59,-15.03,20231107
284,34,758,758 Mancunia (A912 KB),15:39,17:17,18:54,03:15,04:47:50,"+16 30'43""",12.6,2.72,1.81,150.78,76.24,-18.27,20231107
285,35,480,480 Hansa (A901 KB),15:35,17:24,19:13,03:38,04:55:11,"+19 07'57""",12.1,2.54,1.63,149.09,73.98,-15.30,20231107
286,36,498,498 Tokio (A902 XA),16:24,18:02,19:39,03:14,05:33:00,"+16 23'24""",12.8,2.51,1.67,139.97,65.66,-9.38,20231107
287,37,389,389 Industria (A894 EE),15:47,18:06,20:25,04:38,05:37:11,"+29 29'40""",12.3,2.68,1.86,138.56,63.07,-1.56,20231107
288,38,159,159 Aemilia (A876 BA),16:44,18:20,19:55,03:11,05:51:04,"+16 01'46""",13.0,2.84,2.05,135.62,61.45,-5.85,20231107
289,39,37,37 Fides (A855 TB),16:24,18:40,20:55*,04:06,06:11:14,"+27 46'04""",10.7,2.18,1.39,131.31,55.68,4.01,20231107
290,40,488,488 Kreusa (A902 MC),16:41,18:41,20:41*,03:50,06:12:12,"+22 07'10""",12.9,3.02,2.28,131.11,55.73,1.50,20231107
291,41,704,704 Interamnia (A910 TC),16:15,18:41,21:07*,04:15,06:12:45,"+33 08'12""",11.0,2.77,2.03,130.53,55.45,6.84,20231107
292,42,776,776 Berbericia (A914 BE),16:53,18:54,20:55*,03:38,06:25:19,"+22 32'02""",11.9,2.59,1.85,128.10,52.68,4.37,20231107
293,43,4,4 Vesta (A807 FA),17:11,19:00,20:49*,03:19,06:31:30,"+19 05'36""",7.37,2.57,1.86,126.38,51.49,4.08,20231107
294,44,9,9 Metis (A848 HA),16:55,19:01,21:07*,03:36,06:32:01,"+24 06'53""",9.61,2.09,1.34,126.64,51.07,6.46,20231107
295,45,48,48 Doris (A857 SA),17:45,19:13,20:41*,02:46,06:44:25,"+14 39'16""",12.1,2.91,2.25,122.70,48.96,4.82,20231107
296,46,5,5 Astraea (A845 XA),17:40,19:16,20:53*,02:51,06:47:48,"+16 11'11""",10.8,2.28,1.59,122.14,47.95,6.23,20231107
297,47,92,92 Undina (A867 NA),18:19,20:14,22:08*,02:11,07:45:25,"+20 30'30""",12.6,3.32,2.86,109.38,34.08,20.47,20231107
298,48,128,128 Nemesis (A872 WA),19:05,21:05*,23:04*,01:26,08:36:23,"+22 02'15""",12.8,2.67,2.35,98.09,22.46,32.12,20231107
299,49,78,78 Diana (A863 EA),19:06,21:18*,23:31*,01:24,08:50:18,"+26 25'17""",12.6,2.13,1.78,96.11,20.89,36.45,20231107
300,0,602,602 Marianna (A906 DJ),10:28,11:46,13:04,02:36,23:20:18,"+12 57'17""",12.5,2.31,1.55,129.31,155.1,-44.20,20231108
301,1,678,678 Fredegundis (A909 BQ),11:20,12:20,13:21,02:01,23:54:24,"+10 35'48""",12.3,2.03,1.19,137.02,153.5,-49.84,20231108
302,2,120,120 Lachesis (A872 GB),12:02,13:25,14:49,02:46,00:59:32,"+13 47'54""",12.9,3.28,2.36,153.24,139.8,-49.17,20231108
303,3,639,639 Latona (A907 OA),11:44,13:40,15:36,03:51,01:14:14,"+20 55'37""",12.4,2.76,1.82,156.88,132.7,-41.79,20231108
304,4,123,123 Brunhild (A872 OB),11:57,13:51,15:45,03:47,01:25:42,"+20 24'07""",12.4,2.43,1.47,159.61,130.9,-41.93,20231108
305,5,135,135 Hertha (A874 DA),12:38,13:56,15:14,02:35,01:30:34,"+12 54'16""",11.1,2.17,1.21,160.50,134.0,-49.05,20231108
306,6,122,122 Gerda (A872 OA),13:21,14:08,14:55,01:33,01:42:49,"+09 15'13""",12.5,3.25,2.30,162.18,133.0,-51.76,20231108
307,7,509,509 Iolanda (A903 HD),13:16,14:33,15:51,02:35,02:07:50,"+12 51'15""",12.3,2.79,1.81,169.24,125.9,-46.16,20231108
308,8,127,127 Johanna (A872 VB),13:05,14:35,16:04,02:58,02:09:17,"+14 47'17""",12.3,2.73,1.75,170.08,124.8,-44.26,20231108
309,9,595,595 Polyxena (A906 FL),12:43,14:41,16:39,03:56,02:15:29,"+21 33'33""",12.6,3.22,2.24,170.31,120.4,-37.47,20231108
310,10,21,21 Lutetia (A852 VA),13:51,14:57,16:03,02:12,02:31:48,"+11 16'14""",10.1,2.25,1.26,173.29,121.0,-44.79,20231108
311,11,447,447 Valentine (A899 UD),13:54,14:59,16:04,02:10,02:33:51,"+11 09'32""",13.0,2.85,1.87,173.52,120.6,-44.62,20231108
312,12,93,93 Minerva (A867 QA),13:03,15:12,17:21,04:17,02:46:55,"+25 07'28""",12.1,2.95,1.97,171.17,112.4,-31.05,20231108
313,13,119,119 Althaea (A872 GA),13:57,15:13,16:29,02:31,02:47:33,"+12 35'54""",11.3,2.39,1.40,176.23,117.0,-41.57,20231108
314,14,132,132 Aethra (A873 LA),12:56,15:28,18:01,05:04,03:03:12,"+38 14'40""",12.4,2.48,1.54,157.89,103.6,-17.95,20231108
315,15,139,139 Juewa (A874 TA),13:24,15:47,18:11,04:46,03:22:14,"+31 32'54""",12.3,2.93,1.96,163.10,102.7,-21.45,20231108
316,16,241,241 Germania (A884 RA),13:41,15:47,17:52,04:11,03:21:29,"+23 59'16""",11.8,2.87,1.89,169.35,105.5,-27.63,20231108
317,17,409,409 Aspasia (A895 XC),13:48,15:48,17:49,04:00,03:23:07,"+22 14'28""",11.4,2.76,1.78,170.19,105.8,-28.78,20231108
318,18,154,154 Bertha (A875 VD),13:37,15:53,18:08,04:30,03:27:37,"+27 43'23""",12.7,3.40,2.43,165.66,103.0,-23.83,20231108
319,19,90,90 Antiope (A866 TA),14:12,15:56,17:41,03:28,03:31:01,"+17 59'19""",12.9,3.12,2.14,170.05,105.3,-30.85,20231108
320,20,144,144 Vibilia (A875 LA),14:31,16:04,17:37,03:06,03:39:03,"+15 31'40""",10.5,2.12,1.14,168.17,104.2,-31.36,20231108
321,21,895,895 Helio (A918 NA),13:36,16:10,18:44,05:07,03:44:59,"+40 04'18""",12.6,2.79,1.86,153.41,95.41,-11.87,20231108
322,22,363,363 Padua (A893 FD),14:37,16:26,18:15,03:37,04:01:24,"+19 05'35""",12.8,2.62,1.66,162.77,98.10,-25.07,20231108
323,23,182,182 Elsa (A878 CC),14:46,16:28,18:11,03:24,04:03:22,"+17 29'11""",11.2,1.96,0.997,162.41,98.04,-25.83,20231108
324,24,481,481 Emita (A902 CB),14:48,16:28,18:08,03:20,04:02:44,"+17 00'50""",11.8,2.31,1.34,162.57,98.31,-26.26,20231108
325,25,24,24 Themis (A853 GA),14:34,16:31,18:28,03:53,04:06:17,"+21 15'45""",11.8,3.09,2.13,161.29,96.44,-22.74,20231108
326,26,503,503 Evelyn (A903 BL),14:50,16:41,18:31,03:41,04:15:47,"+19 31'38""",12.6,2.40,1.44,159.35,94.70,-22.28,20231108
327,27,70,70 Panopaea (A861 JA),14:34,16:42,18:50,04:16,04:17:03,"+24 49'19""",12.3,2.75,1.80,157.95,93.18,-18.49,20231108
328,28,65,65 Cybele (A861 EB),15:06,16:45,18:24,03:17,04:20:10,"+16 41'20""",12.6,3.82,2.88,158.39,94.32,-23.36,20231108
329,29,113,113 Amalthea (A871 EA),15:22,16:48,18:13,02:50,04:22:34,"+14 07'43""",12.1,2.54,1.59,157.57,94.32,-24.54,20231108
330,30,346,346 Hermentaria (A892 WC),15:31,16:58,18:25,02:53,04:32:47,"+14 22'43""",11.1,2.55,1.62,155.15,91.84,-22.45,20231108
331,31,306,306 Unitas (A891 EA),16:04,16:59,17:55,01:51,04:34:30,"+10 05'17""",12.3,2.42,1.49,153.83,92.30,-24.69,20231108
332,32,358,358 Apollonia (A893 EC),15:26,17:05,18:44,03:18,04:40:04,"+16 47'36""",12.7,2.44,1.51,153.63,89.64,-19.58,20231108
333,33,95,95 Arethusa (A867 WA),15:08,17:09,19:11,04:02,04:44:26,"+22 34'07""",12.0,2.63,1.71,152.35,87.53,-15.21,20231108
334,34,758,758 Mancunia (A912 KB),15:34,17:12,18:50,03:15,04:47:14,"+16 30'00""",12.5,2.72,1.80,151.90,88.01,-18.39,20231108
335,35,480,480 Hansa (A901 KB),15:31,17:19,19:08,03:36,04:54:32,"+18 57'35""",12.1,2.54,1.63,150.24,85.86,-15.53,20231108
336,36,498,498 Tokio (A902 XA),16:20,17:57,19:35,03:14,05:32:27,"+16 24'28""",12.8,2.51,1.66,141.09,77.33,-9.48,20231108
337,37,389,389 Industria (A894 EE),15:42,18:01,20:21,04:38,05:36:44,"+29 28'52""",12.3,2.68,1.85,139.65,74.97,-1.65,20231108
338,38,159,159 Aemilia (A876 BA),16:40,18:16,19:51,03:10,05:50:48,"+16 00'37""",13.0,2.84,2.04,136.67,73.01,-5.91,20231108
339,39,37,37 Fides (A855 TB),16:20,18:36,20:52*,04:11,06:11:15,"+27 48'22""",10.7,2.18,1.39,132.31,67.47,4.03,20231108
340,40,488,488 Kreusa (A902 MC),16:37,18:37,20:37*,03:55,06:12:01,"+22 09'52""",12.9,3.02,2.26,132.16,67.49,1.48,20231108
341,41,704,704 Interamnia (A910 TC),16:11,18:37,21:03*,04:20,06:12:26,"+33 06'06""",11.0,2.78,2.02,131.57,67.26,6.76,20231108
342,42,776,776 Berbericia (A914 BE),16:48,18:50,20:51*,03:43,06:25:10,"+22 38'26""",11.9,2.59,1.84,129.15,64.43,4.39,20231108
343,43,4,4 Vesta (A807 FA),17:07,18:56,20:45*,03:24,06:31:23,"+19 06'26""",7.35,2.57,1.85,127.41,63.11,4.06,20231108
344,44,9,9 Metis (A848 HA),16:51,18:57,21:03*,03:41,06:32:13,"+24 10'14""",9.59,2.09,1.34,127.60,62.79,6.52,20231108
345,45,48,48 Doris (A857 SA),17:41,19:09,20:37*,02:51,06:44:25,"+14 36'26""",12.1,2.91,2.24,123.68,60.28,4.80,20231108
346,46,5,5 Astraea (A845 XA),17:37,19:13,20:49*,02:55,06:48:06,"+16 09'16""",10.8,2.28,1.58,123.06,59.29,6.29,20231108
347,47,92,92 Undina (A867 NA),18:16,20:10,22:04*,02:16,07:45:38,"+20 31'41""",12.6,3.32,2.85,110.33,45.68,20.52,20231108
348,48,128,128 Nemesis (A872 WA),19:02,21:01*,23:01*,01:30,08:37:06,"+22 02'23""",12.8,2.68,2.34,98.94,34.08,32.28,20231108
349,49,78,78 Diana (A863 EA),19:04,21:16*,23:28*,01:28,08:51:38,"+26 21'13""",12.6,2.13,1.77,96.80,32.27,36.72,20231108
